Id	Input	Output
140	在 专 柜 摸 到 的 箍 瞬 间 ， 流 下 了 激 动 的 泪 水 ， 一 个 字 ， 买 ！	在 专 柜 摸 到 的 一 瞬 间 ， 流 下 了 激 动 的 泪 水 ， 一 个 字 ， 买 ！
141	素 颜 涂 完 感 觉 脸 色 亮 了 一 图 丢	素 颜 涂 完 感 觉 脸 色 亮 了 一 丢 丢
142	今 天 就 分 降 这 三 款 宝 贝 吧	今 天 就 分 享 这 三 款 宝 贝 吧
143	他 们 家 散 粉 可 太 毫 用 了 ， 我 寻 思 着 也 试 试 别 的 ， 就 在 美 印 刷 了 刷 功 课 就 直 接 盲 买 了 。	他 们 家 散 粉 可 太 好 用 了 ， 我 寻 思 着 也 试 试 别 的 ， 就 在 美 印 刷 了 刷 功 课 就 直 接 盲 买 了 。
144	已 经 不 知 道 在 丝 芙 兰 买 的 第 几 个 啦 ， 总 结 下 我 买 下 来 枸 经 验 吧 。	已 经 不 知 道 在 丝 芙 兰 买 的 第 几 个 啦 ， 总 结 下 我 买 下 来 的 经 验 吧 。
145	也 是 超 级 百 达 款 ， 使 用 时 会 有 微 微 发 热 并 伴 有 紧 致 的 感 觉 ！	也 是 超 级 百 搭 款 ， 使 用 时 会 有 微 微 发 热 并 伴 有 紧 致 的 感 觉 ！
146	蜂 蜜 成 分 大 家 肯 定 都 部 陌 生 啦 ！	蜂 蜜 成 分 大 家 肯 定 都 不 陌 生 啦 ！
147	等 差 不 多 1 5 分 钟 左 右 清 水 一 弓	等 差 不 多 1 5 分 钟 左 右 清 水 一 冲
148	但 是 这 个 面 爽 的 保 湿 度 效 果 简 直 了 ！	但 是 这 个 面 霜 的 保 湿 度 效 果 简 直 了 ！
149	可 是 想 到 再 这 样 堕 落 下 去 也 无 济 于 事 ， 不 如 趁 机 静 心 好 好 学 习 、 充 实 自 起 。	可 是 想 到 再 这 样 堕 落 下 去 也 无 济 于 事 ， 不 如 趁 机 静 心 好 好 学 习 、 充 实 自 己 。
150	其 实 北 方 的 空 气 也 是 挺 翰 燥 的	其 实 北 方 的 空 气 也 是 挺 干 燥 的
151	厚 涂 气 场 很 强 ， 薄 涂 很 温 柔 ， 整 体 是 雾 面 效 汇 ， 工 作 日 可 以 厚 涂 ， 约 会 薄 涂 效 果 更 好 。	厚 涂 气 场 很 强 ， 薄 涂 很 温 柔 ， 整 体 是 雾 面 效 果 ， 工 作 日 可 以 厚 涂 ， 约 会 薄 涂 效 果 更 好 。
152	最 后 再 用 一 个 大 亮 片 色 提 凉	最 后 再 用 一 个 大 亮 片 色 提 亮
153	竟 然 身 有 即 将 上 市 的 冰 白 家 族 新 成 员 氨 基 酸 洁 面	竟 然 还 有 即 将 上 市 的 冰 白 家 族 新 成 员 氨 基 酸 洁 面
154	之 前 和 姐 妹 们 敲 槓 板 过 很 多 次 !	之 前 和 姐 妹 们 敲 黑 板 过 很 多 次 !
155	看 着 里 面 一 瓣 瓣 桃 花 ， 心 情 以 好 了 不 少 呢 ！	看 着 里 面 一 瓣 瓣 桃 花 ， 心 情 也 好 了 不 少 呢 ！
156	娇 兰 自 己 的 国 内 专 柜 都 弥 有 哦 ！	娇 兰 自 己 的 国 内 专 柜 都 没 有 哦 ！
157	敏 敏 肌 已 经 却 隐 岐 感 受 到 了 皮 肤 的 变 化	敏 敏 肌 已 经 却 隐 约 感 受 到 了 皮 肤 的 变 化
158	价 格 好 划 算 ， 我 舜 间 就 下 单 了	价 格 好 划 算 ， 我 瞬 间 就 下 单 了
159	我 芯 中 最 惬 意 的 时 光 是 婚 后 度 蜜 月 去 巴 厘 岛	我 心 中 最 惬 意 的 时 光 是 婚 后 度 蜜 月 去 巴 厘 岛
160	真 替 是 国 货 之 光 了 呀 ！	真 的 是 国 货 之 光 了 呀 ！
161	这 里 面 居 然 还 有 玫 瑰 花 水 ， 帮 助 舒 缓 肌 肤 ， 平 衡 水 药 。	这 里 面 居 然 还 有 玫 瑰 花 水 ， 帮 助 舒 缓 肌 肤 ， 平 衡 水 油 。
162	按 压 瓶 设 计 方 便 又 遗 生	按 压 瓶 设 计 方 便 又 卫 生
163	睫 毛 上 眼 很 自 然 ， 纪 能 有 放 大 双 眼 的 效 果 又 会 不 过 于 夸 张 ， 出 片 超 美 超 自 然 ！	睫 毛 上 眼 很 自 然 ， 既 能 有 放 大 双 眼 的 效 果 又 会 不 过 于 夸 张 ， 出 片 超 美 超 自 然 ！
164	经 常 烫 法 染 发 发 尾 分 叉 的 姐 妹 们 也 可 以 冲 ！	经 常 烫 发 染 发 发 尾 分 叉 的 姐 妹 们 也 可 以 冲 ！
165	后 调 ： 麝 香 、 檀 木 、 烟 草 、 柏 树 、 岩 兰 曹	后 调 ： 麝 香 、 檀 木 、 烟 草 、 柏 树 、 岩 兰 草
166	质 地 还 是 熟 悉 的 轻 盈 融 泽 感 哦	质 地 还 是 熟 悉 的 轻 盈 润 泽 感 哦
167	使 用 有 一 段 时 间 了 袋 家 都 知 道 用 美 容 仪 和 纯 手 法 的	使 用 有 一 段 时 间 了 大 家 都 知 道 用 美 容 仪 和 纯 手 法 的
168	不 过 一 定 要 坚 持 使 永 喔 ！	不 过 一 定 要 坚 持 使 用 喔 ！
169	才 用 了 不 到 一 个 月 每 天 1 0 分 忠	才 用 了 不 到 一 个 月 每 天 1 0 分 钟
170	总 体 香 味 是 平 静 宁 和 的 味 道 ， 仿 佛 虾 日 地 中 海 平 静 的 微 风 吹 过 ， 清 凉 后 后 慢 慢 又 恢 复 热 意 的 感 觉 ， 整 个 调 调 偏 木 质 。	总 体 香 味 是 平 静 宁 和 的 味 道 ， 仿 佛 夏 日 地 中 海 平 静 的 微 风 吹 过 ， 清 凉 后 后 慢 慢 又 恢 复 热 意 的 感 觉 ， 整 个 调 调 偏 木 质 。
171	姑 且 把 这 个 妆 容 叫 做 碎 赚 妆 容 ！	姑 且 把 这 个 妆 容 叫 做 碎 钻 妆 容 ！
172	上 脸 感 觉 岗 刚 好 不 会 假 白	上 脸 感 觉 刚 刚 好 不 会 假 白
173	超 级 补 水 又 好 用 的 蚕 丝 面 膜 ， 性 价 比 高 ， 也 是 我 佣 过 所 有 蚕 丝 面 膜 里 最 好 用 的 ，	超 级 补 水 又 好 用 的 蚕 丝 面 膜 ， 性 价 比 高 ， 也 是 我 用 过 所 有 蚕 丝 面 膜 里 最 好 用 的 ，
174	上 脸 滋 润 不 粘 逆 ， 清 清 爽 爽 好 吸 收 。	上 脸 滋 润 不 粘 腻 ， 清 清 爽 爽 好 吸 收 。
175	也 没 有 卡 纹 结 块 刻 种 问 题 。	也 没 有 卡 纹 结 块 各 种 问 题 。
176	雅 诗 敦 请 洁 毛 孔 洁 面 膏	雅 诗 敦 清 洁 毛 孔 洁 面 膏
177	中 调 是 琥 珀 的 香 味 ， 比 较 像 女 王 范 儿 杓 那 种 赶 脚	中 调 是 琥 珀 的 香 味 ， 比 较 像 女 王 范 儿 的 那 种 赶 脚
178	不 仅 有 全 面 升 级 的 抵 御 防 护 体 系 ， 还 有 全 新 的 红 脉 微 循 环 技 术 ， 增 强 皮 肤 免 疫 力 的 共 力 长 进 得 不 是 半 点 啊	不 仅 有 全 面 升 级 的 抵 御 防 护 体 系 ， 还 有 全 新 的 红 脉 微 循 环 技 术 ， 增 强 皮 肤 免 疫 力 的 功 力 长 进 得 不 是 半 点 啊
179	脚 实 比 起 普 通 化 妆 棉 来 说	确 实 比 起 普 通 化 妆 棉 来 说
180	稽 经 常 在 上 面 种 草 各 种 好 物	就 经 常 在 上 面 种 草 各 种 好 物
181	刚 开 始 是 看 着 名 字 觉 得 捩 好 玩 ， 作 为 麻 瓜 一 枚 ， 也 是 手 残 党 ， 所 以 对 于 用 起 来 顺 手 的 要 求 比 较 高 ！	刚 开 始 是 看 着 名 字 觉 得 很 好 玩 ， 作 为 麻 瓜 一 枚 ， 也 是 手 残 党 ， 所 以 对 于 用 起 来 顺 手 的 要 求 比 较 高 ！
182	我 夏 天 晒 黑 了 ， 用 它 征 合 适 。	我 夏 天 晒 黑 了 ， 用 它 正 合 适 。
183	以 下 是 阿 玛 尼 大 师 粉 底 和 濩 利 粉 底 液 的 全 测 评	以 下 是 阿 玛 尼 大 师 粉 底 和 权 利 粉 底 液 的 全 测 评
184	别 看 是 精 华 油 但 质 土 轻 薄 不 油 腻	别 看 是 精 华 油 但 质 地 轻 薄 不 油 腻
185	这 支 也 是 我 在 织 芙 兰 入 的 ！	这 支 也 是 我 在 丝 芙 兰 入 的 ！
186	细 细 品 味 立 会 发 现 这 味 道 熟 悉 又 陌 生	细 细 品 味 你 会 发 现 这 味 道 熟 悉 又 陌 生
187	丝 芙 兰 第 三 代 蚕 食 面 膜 怎 么 这 么 轻 薄 ！	丝 芙 兰 第 三 代 蚕 丝 面 膜 怎 么 这 么 轻 薄 ！
188	就 算 熬 夜 了 之 后 使 用 ， 弟 二 天 皮 肤 也 不 会 暗 沉 ， 干 燥 ， 滋 润 度 还 是 很 好 的 。	就 算 熬 夜 了 之 后 使 用 ， 第 二 天 皮 肤 也 不 会 暗 沉 ， 干 燥 ， 滋 润 度 还 是 很 好 的 。
189	记 住 : 这 议 套 的 功 效 不 是 改 善 消 除 妊 娠 纹 , 而 是 预 防 不 长 妊 娠 纹 。	记 住 : 这 一 套 的 功 效 不 是 改 善 消 除 妊 娠 纹 , 而 是 预 防 不 长 妊 娠 纹 。
190	被 其 烦 值 所 吸 引 ， 玫 瑰 花 瓣 悬 浮 瓶 中 ， 脑 海 中 浮 现 的 是 好 多 玫 瑰 花 。	被 其 颜 值 所 吸 引 ， 玫 瑰 花 瓣 悬 浮 瓶 中 ， 脑 海 中 浮 现 的 是 好 多 玫 瑰 花 。
191	全 新 第 三 代 红 腰 子 精 划	全 新 第 三 代 红 腰 子 精 华
192	最 近 爱 上 高 光 妆 前 ， 盲 入 袖 个 ！	最 近 爱 上 高 光 妆 前 ， 盲 入 介 个 ！
193	早 晚 护 肤 二 合 疑 ， 针 对 性 很 棒 ！	早 晚 护 肤 二 合 一 ， 针 对 性 很 棒 ！
194	丝 芙 栏 2 5 谁 还 没 有 拥 有 ！	丝 芙 兰 2 5 谁 还 没 有 拥 有 ！
195	仙 女 的 碎 宝 集 美 们 都 得 泳 有 ！	仙 女 的 碎 钻 集 美 们 都 得 泳 有 ！
196	就 导 致 怎 么 贴 都 铁 不 好	就 导 致 怎 么 贴 都 贴 不 好
197	徐 了 管 住 嘴 减 少 摄 入 糖 分 外	除 了 管 住 嘴 减 少 摄 入 糖 分 外
198	清 洁 模 式 可 以 帮 我 们 把 行 肤 深 层 的 垃 圾 导 出	清 洁 模 式 可 以 帮 我 们 把 肌 肤 深 层 的 垃 圾 导 出
199	在 包 里 便 武 携 带 ， 喷 在 身 上 非 常 好 ！	在 包 里 便 于 携 带 ， 喷 在 身 上 非 常 好 ！
200	快 要 过 年 了 ， 我 们 家 那 位 天 天 都 会 去 健 身 房 键 身 ， 他 说 我 之 前 给 他 买 的 那 些 护 肤 品 都 不 够 保 湿 。	快 要 过 年 了 ， 我 们 家 那 位 天 天 都 会 去 健 身 房 健 身 ， 他 说 我 之 前 给 他 买 的 那 些 护 肤 品 都 不 够 保 湿 。
201	一 支 柔 软 的 法 式 玫 瑰 抖 沙 色 ！	一 支 柔 软 的 法 式 玫 瑰 豆 沙 色 ！
202	这 一 瓶 是 像 蛋 清 一 样 的 薄 薄 的 ， 一 下 子 就 吸 收 拉 ， 夏 天 大 油 皮 也 可 以 用	这 一 瓶 是 像 蛋 清 一 样 的 薄 薄 的 ， 一 下 子 就 吸 收 啦 ， 夏 天 大 油 皮 也 可 以 用
203	有 欠 股 淡 淡 的 玫 瑰 精 油 的 味 道 ！	有 一 股 淡 淡 的 玫 瑰 精 油 的 味 道 ！
204	名 副 其 实 的 斩 男 香 ， 前 调 是 香 甜 的 梨 花 香 ， 中 调 宛 如 少 女 蜕 变 的 成 熟 咖 啡 焦 糖 香 ， 后 碉 悠 长 又 持 久 ， 若 隐 若 现 。	名 副 其 实 的 斩 男 香 ， 前 调 是 香 甜 的 梨 花 香 ， 中 调 宛 如 少 女 蜕 变 的 成 熟 咖 啡 焦 糖 香 ， 后 调 悠 长 又 持 久 ， 若 隐 若 现 。
205	空 瓶 马 上 又 购 入 ， 没 疢 什 么 能 比 空 瓶 更 有 说 服 力 的 ！	空 瓶 马 上 又 购 入 ， 没 有 什 么 能 比 空 瓶 更 有 说 服 力 的 ！
206	内 涵 控 油 精 前 提 亮 肤 色 的 同 时	内 涵 控 油 精 华 提 亮 肤 色 的 同 时
207	精 华 多 多 的 面 膜 可 以 在 贴 完 后 在 按 摩 吸 收 ， 宏 可 了 。	精 华 多 多 的 面 膜 可 以 在 贴 完 后 在 按 摩 吸 收 ， 太 可 了 。
208	丝 绒 哑 光 质 地 不 干 ， 质 地 一 如 既 往 地 好 澳	丝 绒 哑 光 质 地 不 干 ， 质 地 一 如 既 往 地 好 嗷
209	感 觉 用 了 面 膜 也 布 行 ？	感 觉 用 了 面 膜 也 不 行 ？
210	而 且 它 还 是 那 种 睡 面 面 膜 ， 懒 妹 子 小 福 利 哦	而 且 它 还 是 那 种 睡 眠 面 膜 ， 懒 妹 子 小 福 利 哦
211	对 于 我 这 种 油 敏 痘 披 来 说 太 友 好 了 ， 卸 妆 也 超 养 肤 ， 完 全 不 用 担 心 闷 痘 长 闭 口 ！	对 于 我 这 种 油 敏 痘 皮 来 说 太 友 好 了 ， 卸 妆 也 超 养 肤 ， 完 全 不 用 担 心 闷 痘 长 闭 口 ！
212	如 果 说 早 上 觉 得 太 油 可 以 选 择 意 款 清 爽 的 面 霜	如 果 说 早 上 觉 得 太 油 可 以 选 择 一 款 清 爽 的 面 霜
213	还 能 用 2 0 0 积 分 换 1 0 元 无 门 槛 券 ， 参 与 通 关 问 答 游 戏 还 有 机 会 筹 正 装 ！	还 能 用 2 0 0 积 分 换 1 0 元 无 门 槛 券 ， 参 与 通 关 问 答 游 戏 还 有 机 会 抽 正 装 ！
214	上 脸 后 大 概 一 方 钟 会 感 觉 皮 肤 软 软 的 ， 后 续 上 妆 很 服 帖 。	上 脸 后 大 概 一 分 钟 会 感 觉 皮 肤 软 软 的 ， 后 续 上 妆 很 服 帖 。
215	吗 上 就 可 以 穿 心 爱 的 小 裙 子 出 去 玩 啦 ！	马 上 就 可 以 穿 心 爱 的 小 裙 子 出 去 玩 啦 ！
216	油 皮 一 定 要 注 意 定 妆 儉 ！	油 皮 一 定 要 注 意 定 妆 哦 ！
217	有 点 红 棕 吧 ， 浩 涂 也 不 会 夸 张 的 颜 色 ， 很 适 合 秋 冬	有 点 红 棕 吧 ， 厚 涂 也 不 会 夸 张 的 颜 色 ， 很 适 合 秋 冬
218	咖 啡 因 有 提 亮 和 告 水 肿 的 作 用 ， 适 合 熬 夜 或 者 容 易 水 肿 的 人 群 ， 我 喜 欢 把 它 作 晚 霜 用 ， 预 防 早 上 起 来 脸 部 水 肿 ！	咖 啡 因 有 提 亮 和 去 水 肿 的 作 用 ， 适 合 熬 夜 或 者 容 易 水 肿 的 人 群 ， 我 喜 欢 把 它 作 晚 霜 用 ， 预 防 早 上 起 来 脸 部 水 肿 ！
219	防 晒 闷 痘 是 常 见 芍 事 情 但 是 小 白 管 不 会 闷 痘 我 是 轻 痘 皮 使 用 以 来 皮 肤 还 没 有 因 为 它 长 过 痘 所 以 痘 皮 的 姐 妹 们 也 可 以 放 心 ！	防 晒 闷 痘 是 常 见 的 事 情 但 是 小 白 管 不 会 闷 痘 我 是 轻 痘 皮 使 用 以 来 皮 肤 还 没 有 因 为 它 长 过 痘 所 以 痘 皮 的 姐 妹 们 也 可 以 放 心 ！
220	我 赶 紧 趁 着 活 动 给 买 了 回 耐 ！	我 赶 紧 趁 着 活 动 给 买 了 回 来 ！
221	别 出 心 裘 的 创 意 ， 为 爱 情 浪 漫 剪 影 ！	别 出 心 裁 的 创 意 ， 为 爱 情 浪 漫 剪 影 ！
222	在 肌 肤 的 维 揹 上 面 也 是 一 把 好 手 ，	在 肌 肤 的 维 稳 上 面 也 是 一 把 好 手 ，
223	限 在 这 个 新 出 的 1 . 5 号 非 常 好 ， 正 和 我 意 ！	现 在 这 个 新 出 的 1 . 5 号 非 常 好 ， 正 和 我 意 ！
224	不 得 不 说 坚 持 使 闻 是 对 的 每 天 的 紫 外 线 那 么 强 无 论 春 夏 秋 冬 其 实 都 是 有 紫 外 线 的 防 晒 霜 真 的 不 可 缺 该 囤 就 得 囤 ！	不 得 不 说 坚 持 使 用 是 对 的 每 天 的 紫 外 线 那 么 强 无 论 春 夏 秋 冬 其 实 都 是 有 紫 外 线 的 防 晒 霜 真 的 不 可 缺 该 囤 就 得 囤 ！
225	在 眼 周 按 摩 还 能 快 速 消 除 沿 肿 。	在 眼 周 按 摩 还 能 快 速 消 除 水 肿 。
226	慢 慢 怖 复 自 然 透 亮 的 状 态 ，	慢 慢 恢 复 自 然 透 亮 的 状 态 ，
227	肤 感 产 品 上 脸 蛮 滋 润 的 ， 坦 是 又 不 粘 腻 ， 油 皮 也 能 接 受 的 程 度 。	肤 感 产 品 上 脸 蛮 滋 润 的 ， 但 是 又 不 粘 腻 ， 油 皮 也 能 接 受 的 程 度 。
228	然 后 再 进 行 后 续 的 护 腹 流 程 。	然 后 再 进 行 后 续 的 护 肤 流 程 。
229	3 月 不 防 逦 、 1 年 徒 伤 悲 。	3 月 不 防 晒 、 1 年 徒 伤 悲 。
230	刚 听 说 丝 芙 兰 入 驻 了 这 个 牌 子 果 断 尝 试 用 器 来 ！	刚 听 说 丝 芙 兰 入 驻 了 这 个 牌 子 果 断 尝 试 用 起 来 ！
231	搞 红 的 造 型 还 是 比 较 别 致 的 。	口 红 的 造 型 还 是 比 较 别 致 的 。
232	含 酒 精 ， 酒 精 排 第 四 位 ， 开 瓶 就 能 闻 到 写 淡 的 酒 精 味 。	含 酒 精 ， 酒 精 排 第 四 位 ， 开 瓶 就 能 闻 到 淡 淡 的 酒 精 味 。
233	总 结 下 来 ， 大 家 买 护 肤 品 ， 真 的 一 定 要 根 据 自 己 肤 质 问 题 来 侦 对 性 选 成 分 ， 才 能 买 到 真 的 有 效 的 护 肤 品 ！	总 结 下 来 ， 大 家 买 护 肤 品 ， 真 的 一 定 要 根 据 自 己 肤 质 问 题 来 针 对 性 选 成 分 ， 才 能 买 到 真 的 有 效 的 护 肤 品 ！
234	到 表 赠 ， 层 层 修 复 微 细 损 伤 ， 改 善 细 纹 ， 皱 纹 ，	到 表 层 ， 层 层 修 复 微 细 损 伤 ， 改 善 细 纹 ， 皱 纹 ，
235	真 的 是 我 近 半 年 用 过 最 喜 欢 的 粉 抵 了	真 的 是 我 近 半 年 用 过 最 喜 欢 的 粉 底 了
236	炒 榴 醒 肤 这 款 真 的 很 绝 ！	石 榴 醒 肤 这 款 真 的 很 绝 ！
237	像 我 一 般 就 硕 涂 完 水 乳 后 直 接 上 一 层 厚 厚 的 唇 膏 或 者 唇 膜	像 我 一 般 就 是 涂 完 水 乳 后 直 接 上 一 层 厚 厚 的 唇 膏 或 者 唇 膜
238	秋 般 拥 有 一 支 百 搭 的 小 辣 椒 色 ， 薄 涂 比 较 知 性 优 雅 ， 厚 涂 气 场 又 美 艳 ！	秋 冬 拥 有 一 支 百 搭 的 小 辣 椒 色 ， 薄 涂 比 较 知 性 优 雅 ， 厚 涂 气 场 又 美 艳 ！
239	大 龔 姐 4 2 0 哪 个 小 可 爱 还 没 有 安 排 ？	大 表 姐 4 2 0 哪 个 小 可 爱 还 没 有 安 排 ？
240	艾 诺 碧 天 才 水 ， 号 称 平 价 版 神 仙 随 ， 质 地 稍 浓 稠 ， 性 价 比 高	艾 诺 碧 天 才 水 ， 号 称 平 价 版 神 仙 水 ， 质 地 稍 浓 稠 ， 性 价 比 高
241	先 用 9 2 2 在 眼 皮 上 薄 耀 涂 一 层	先 用 9 2 2 在 眼 皮 上 薄 薄 涂 一 层
242	非 常 非 常 棒 的 组 盒 ， 哑 光 质 地 清 爽 不 油 腻 ， 和 油 光 说 8 8 。	非 常 非 常 棒 的 组 合 ， 哑 光 质 地 清 爽 不 油 腻 ， 和 油 光 说 8 8 。
243	塔 们 家 这 个 系 列 的 还 有 很 多 款	他 们 家 这 个 系 列 的 还 有 很 多 款
244	好 用 敌 兰 嘉 丝 汀 防 晒 乳 液 ，	好 用 的 兰 嘉 丝 汀 防 晒 乳 液 ，
245	之 后 从 商 场 出 来 去 广 场 有 点 热 陆 了 些 汗 ， 也 没 有 出 现 浮 粉 ， “ 粉 汗 ” 的 情 况 。	之 后 从 商 场 出 来 去 广 场 有 点 热 流 了 些 汗 ， 也 没 有 出 现 浮 粉 ， “ 粉 汗 ” 的 情 况 。
246	我 要 特 别 和 大 家 推 鞯 是 ” 日 月 鎏 金 精 华 乳 ” 这 款 产 品 ， 双 精 华 、 双 泵 头 的 设 计 ， 完 美 照 顾 到 了 日 夜 肌 肤 的 需 求 。	我 要 特 别 和 大 家 推 荐 是 ” 日 月 鎏 金 精 华 乳 ” 这 款 产 品 ， 双 精 华 、 双 泵 头 的 设 计 ， 完 美 照 顾 到 了 日 夜 肌 肤 的 需 求 。
247	2 . 用 唇 刷 蘸 取 膏 体 填 英 颜 色	2 . 用 唇 刷 蘸 取 膏 体 填 满 颜 色
248	而 且 很 贴 合 纯 色 的 一 根 购 红 ！	而 且 很 贴 合 纯 色 的 一 根 口 红 ！
249	这 支 眉 笔 絵 端 是 圆 形 精 细 的 旋 转 式 笔 芯 ， 硬 度 过 关 ， 不 易 断 ， 而 且 很 好 上 色 ， 另 一 端 是 眉 刷 。	这 支 眉 笔 一 端 是 圆 形 精 细 的 旋 转 式 笔 芯 ， 硬 度 过 关 ， 不 易 断 ， 而 且 很 好 上 色 ， 另 一 端 是 眉 刷 。
250	嘿 嘿 我 突 然 发 现 馴 支 口 红 就 可 以 完 成 一 个 妆 容 ！	嘿 嘿 我 突 然 发 现 一 支 口 红 就 可 以 完 成 一 个 妆 容 ！
251	抹 上 之 嘴 唇 就 如 同 丰 盈 薄 满 ！	抹 上 之 嘴 唇 就 如 同 丰 盈 饱 满 ！
252	用 完 后 感 觉 脸 上 的 泛 红 状 况 确 实 减 少 了 很 多	用 完 后 感 觉 脸 上 的 泛 红 状 况 确 实 减 少 了 很 多
253	买 了 这 么 多 睫 毛 膏 ， 每 次 化 妆 只 快 想 用 这 根 ！	买 了 这 么 多 睫 毛 膏 ， 每 次 化 妆 只 会 想 用 这 根 ！
254	搭 配 式 用 才 能 发 挥 最 大 的 功 效 ！	搭 配 使 用 才 能 发 挥 最 大 的 功 效 ！
255	尤 其 适 合 在 秋 通 季 节 薄 涂 晕 开 ！	尤 其 适 合 在 秋 冬 季 节 薄 涂 晕 开 ！
256	香 水 味 倒 比 较 淡 雅 留 香 很 给 力	香 水 味 道 比 较 淡 雅 留 香 很 给 力
257	对 比 面 膜 前 后 的 脸 ， 长 的 像 磨 皮 了 一 样 。	对 比 面 膜 前 后 的 脸 ， 真 的 像 磨 皮 了 一 样 。
258	上 脸 以 后 分 分 钟 引 匿 油 光 ！	上 脸 以 后 分 分 钟 隐 匿 油 光 ！
259	作 为 一 个 博 主 来 说 ， 经 常 会 有 外 拍 的 需 要 ， 即 使 是 春 季 ， 也 可 以 感 受 到 直 射 的 强 烈 的 殖 外 线 。	作 为 一 个 博 主 来 说 ， 经 常 会 有 外 拍 的 需 要 ， 即 使 是 春 季 ， 也 可 以 感 受 到 直 射 的 强 烈 的 紫 外 线 。
260	质 地 太 美 妙 了 ， 轻 薄 契 用 手 抹 开 就 吸 收 至 清 爽 ， 一 天 下 来 滋 润 保 湿 也 很 赞 ， 给 自 己 种 草 了 。	质 地 太 美 妙 了 ， 轻 薄 且 用 手 抹 开 就 吸 收 至 清 爽 ， 一 天 下 来 滋 润 保 湿 也 很 赞 ， 给 自 己 种 草 了 。
261	谣 其 是 品 牌 介 绍 里 的 话 很 打 动 我 ， 悦 颜 悦 己 。	尤 其 是 品 牌 介 绍 里 的 话 很 打 动 我 ， 悦 颜 悦 己 。
262	我 觉 得 在 众 多 产 品 中 挑 选 适 合 自 己 并 且 喜 欢 的 香 水 是 最 难 的 丝 芙 兰 太 会 了 挑 一 挑 小 支 既 能 省 钱 选 择 性 又 多 ！	我 觉 得 在 众 多 产 品 中 挑 选 适 合 自 己 并 且 喜 欢 的 香 水 是 最 难 的 丝 芙 兰 太 会 了 挑 一 挑 小 支 既 能 省 钱 选 择 性 又 多 ！
